generic_name,drug_name,num_claims,total_cost
MELPHALAN,ALKERAN,13,2840.58
MEMANTINE HCL,MEMANTINE HCL,815973,68303410.16000047
MEMANTINE HCL,NAMENDA,1928669,518441230.83000344
MEMANTINE HCL,NAMENDA XR,3058694,836436767.2000003
MEMANTINE HCL/DONEPEZIL HCL,NAMZARIC,7387,1739642.96
"MENING VAC A,C,Y,W-135 DIP/PF",MENACTRA,435,59781.14
"MENING VAC A,C,Y,W-135 DIP/PF",MENVEO A-C-Y-W-135-DIP,143,19104.5
"MENINGOCOC VAC A,C,Y,W-135/PF",MENOMUNE-A-C-Y-W-135,280,39067.22
MEPENZOLATE BROMIDE,CANTIL,174,28514.41
MEPERIDINE HCL,DEMEROL,353,142329.54999999996
MEPERIDINE HCL,MEPERIDINE HCL,8636,591816.7500000003
MEPERIDINE HCL/PF,DEMEROL,2925,102182.25000000004
MEPERIDINE HCL/PF,MEPERIDINE HCL,4372,62446.280000000006
MEPROBAMATE,MEPROBAMATE,4645,1152781.2100000004
MERCAPTOPURINE,MERCAPTOPURINE,49286,5793391.599999987
MEROPENEM,MEROPENEM,25345,4291791.649999998
MEROPENEM,MERREM,29,11783.22
MEROPENEM-0.9% SODIUM CHLORIDE,MEROPENEM-0.9% NACL,74,14564.79
MESALAMINE,APRISO,98510,44244126.80000007
MESALAMINE,ASACOL HD,79060,60527771.39999999
MESALAMINE,CANASA,13829,11293276.12
MESALAMINE,DELZICOL,47621,23492870.659999996
MESALAMINE,LIALDA,152842,114237373.13
MESALAMINE,MESALAMINE,3687,1095144.1700000004
MESALAMINE,PENTASA,56320,45842702.71000009
MESALAMINE,SFROWASA,11,15798.32
MESALAMINE W/CLEANSING WIPES,MESALAMINE,357,127804.39000000001
MESALAMINE W/CLEANSING WIPES,ROWASA,27,39115.61
MESNA,MESNEX,13,2104.07
METAPROTERENOL SULFATE,METAPROTERENOL SULFATE,690,39955.76
METAXALONE,METAXALONE,42987,11223358.769999998
METAXALONE,SKELAXIN,749,401445.63000000006
METFORMIN HCL,FORTAMET,1034,2002654.29
METFORMIN HCL,GLUCOPHAGE,6456,689849.78
METFORMIN HCL,GLUCOPHAGE XR,3709,369828.3699999997
METFORMIN HCL,GLUMETZA,16347,52772225.190000005
METFORMIN HCL,METFORMIN HCL,23295865,169155273.5699982
METFORMIN HCL,METFORMIN HCL ER,4284568,130786121.92999835
METFORMIN HCL,RIOMET,1765,502729.7300000004
METHADONE HCL,DISKETS,17,100.07
METHADONE HCL,DOLOPHINE HCL,34,5967.63
METHADONE HCL,METHADONE HCL,1191916,31269472.92999995
METHADONE HCL,METHADONE INTENSOL,742,27965.519999999997
METHADONE HCL,METHADOSE,432,16238.929999999998
METHAMPHETAMINE HCL,DESOXYN,184,227521.63999999996
METHAMPHETAMINE HCL,METHAMPHETAMINE HCL,680,593271.7000000001
METHAZOLAMIDE,METHAZOLAMIDE,32556,10606095.889999976
METHEN/M-BLUE/SAL/NA PHOS/HYOS,USTELL,23,3580.15
METHEN/SOD PHOS/METH BLUE/HYOS,UROGESIC-BLUE,48,6525.400000000001
METHENAMINE HIPPURATE,HIPREX,184,25527.120000000003
METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,209992,19344231.149999984
METHENAMINE MANDELATE,METHENAMINE MANDELATE,1535,121113.78000000003
METHIMAZOLE,METHIMAZOLE,405201,4787502.499999984
METHIMAZOLE,TAPAZOLE,315,22814.38
METHOCARBAMOL,METHOCARBAMOL,546280,9615031.90999995
METHOCARBAMOL,ROBAXIN,136,282527.71
METHOCARBAMOL,ROBAXIN-750,113,34991.27
METHOTREXATE SODIUM,METHOTREXATE,2078512,153884797.0699989
METHOTREXATE SODIUM,RHEUMATREX,115,28730.32
METHOTREXATE SODIUM,TREXALL,724,121673.8
METHOTREXATE SODIUM/PF,METHOTREXATE SODIUM,27889,396893.9199999998
METHOTREXATE/PF,OTREXUP,1678,1080090.0300000003
METHOTREXATE/PF,RASUVO,497,281339.80000000005
"METHOXSALEN, RAPID",METHOXSALEN,233,618013.85
"METHOXSALEN, RAPID",OXSORALEN-ULTRA,24,123876.45999999999
METHSCOPOLAMINE BROMIDE,METHSCOPOLAMINE BROMIDE,8351,947213.8399999997
METHSUXIMIDE,CELONTIN,1965,387629.76
METHYCLOTHIAZIDE,METHYCLOTHIAZIDE,1701,80385.84
METHYLDOPA,METHYLDOPA,18454,313451.89000000013
METHYLDOPA/HYDROCHLOROTHIAZIDE,METHYLDOPA-HYDROCHLOROTHIAZIDE,954,63856.16999999999
METHYLERGONOVINE MALEATE,METHYLERGONOVINE MALEATE,421,851183.8899999998
METHYLNALTREXONE BROMIDE,RELISTOR,6226,6953466.059999996
METHYLPHENIDATE,DAYTRANA,751,229621.36000000002
METHYLPHENIDATE HCL,CONCERTA,2322,782147.1100000003
METHYLPHENIDATE HCL,METADATE CD,275,90954.41
METHYLPHENIDATE HCL,METADATE ER,697,75473.25000000003
METHYLPHENIDATE HCL,METHYLPHENIDATE ER,93759,20878466.770000037
METHYLPHENIDATE HCL,METHYLPHENIDATE HCL,416735,26118721.829999875
METHYLPHENIDATE HCL,METHYLPHENIDATE HCL CD,3352,671637.4199999999
METHYLPHENIDATE HCL,METHYLPHENIDATE LA,5794,1068486.9799999993
METHYLPHENIDATE HCL,METHYLPHENIDATE SR,148,9056.75
METHYLPHENIDATE HCL,QUILLIVANT XR,136,61070.17
METHYLPHENIDATE HCL,RITALIN,2475,339484.71
METHYLPHENIDATE HCL,RITALIN LA,1406,491791.09000000014
METHYLPREDNISOLONE,MEDROL,756,36534.85999999999
METHYLPREDNISOLONE,METHYLPREDNISOLONE,2439207,48745377.77999961
METHYLPREDNISOLONE ACETATE,DEPO-MEDROL,2380,39192.52000000001
METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,5735,78678.34999999999
METHYLPREDNISOLONE SOD SUCC,METHYLPREDNISOLONE SOD SUCC,3838,170719.7799999999
METHYLPREDNISOLONE SOD SUCC,SOLU-MEDROL,979,39614.490000000005
METHYLPREDNISOLONE SOD SUCC/PF,SOLU-MEDROL,3687,85762.95000000003
METHYLTESTOSTERONE,TESTRED,26,331079.05
METIPRANOLOL,METIPRANOLOL,492,15358.210000000001
METOCLOPRAMIDE HCL,METOCLOPRAMIDE HCL,1038425,8053621.410000019
METOCLOPRAMIDE HCL,METOZOLV ODT,13,16408.07
METOCLOPRAMIDE HCL,REGLAN,106,24086.920000000002
METOLAZONE,METOLAZONE,676591,26132521.27000013
METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,17342885,574034010.7999988
METOPROLOL SUCCINATE,TOPROL XL,533575,30305296.900000215
METOPROLOL SUCCINATE/HCTZ,DUTOPROL,306,39662.329999999994
METOPROLOL TARTRATE,LOPRESSOR,179,20925.69
METOPROLOL TARTRATE,METOPROLOL TARTRATE,20339586,133687976.37999807
METOPROLOL/HYDROCHLOROTHIAZIDE,METOPROLOL-HYDROCHLOROTHIAZIDE,27600,1341461.9600000014
METRELEPTIN,MYALEPT,76,5023542.63
METRONIDAZOLE,FLAGYL,12,7010.52
METRONIDAZOLE,METROCREAM,12,6673.38
METRONIDAZOLE,METROGEL,214,71069.61
METRONIDAZOLE,METRONIDAZOLE,900096,52808488.78000025
METRONIDAZOLE,NORITATE,95,124022.37
METRONIDAZOLE,ROSADAN,36,3718.4
METRONIDAZOLE,VANDAZOLE,305,17500.89
METRONIDAZOLE/SODIUM CHLORIDE,METRO IV,87,1722.49
METRONIDAZOLE/SODIUM CHLORIDE,METRONIDAZOLE,1398,25779.880000000005
METYROSINE,DEMSER,37,872702.06
MEXILETINE HCL,MEXILETINE HCL,28570,2912805.9000000027
MICAFUNGIN SODIUM,MYCAMINE,1304,1510781.1999999993
MICONAZOLE NITRATE/ZINC OX/PET,VUSION,109,60313.8
MIDAZOLAM HCL,MIDAZOLAM HCL,7924,38727.72999999998
MIDAZOLAM HCL/PF,MIDAZOLAM HCL,4943,17921.460000000006
MIDODRINE HCL,MIDODRINE HCL,339429,26354168.73000003
MIFEPRISTONE,KORLYM,331,6016455.549999999
MIGLITOL,GLYSET,4036,786052.9999999998
MIGLUSTAT,ZAVESCA,104,2826477.27
MILNACIPRAN HCL,SAVELLA,94973,23588840.300000004
MILRINONE LACTATE,MILRINONE LACTATE,1989,1521517.2399999998
MILRINONE LACTATE/D5W,MILRINONE IN 5% DEXTROSE,441,109412.76999999999
MINOCYCLINE HCL,MINOCIN,36,35310.38
MINOCYCLINE HCL,MINOCYCLINE HCL,319885,7614745.400000024
MINOCYCLINE HCL,MINOCYCLINE HCL ER,71,26916.91
MINOCYCLINE HCL,SOLODYN,178,188789.32000000007
MINOCYCLINE HCL MICROSPHERES,ARESTIN,382,1008265.8199999998
MINOXIDIL,MINOXIDIL,162554,2755946.989999994
MIPOMERSEN SODIUM,KYNAMRO,96,2077702.3800000001
MIRABEGRON,MYRBETRIQ,762207,252679212.2699995
MIRTAZAPINE,MIRTAZAPINE,5441906,86532229.77000031
MIRTAZAPINE,REMERON,1998,338297.67000000004
MISOPROSTOL,CYTOTEC,48,25180.51
MISOPROSTOL,MISOPROSTOL,67301,3890846.900000001
MITOMYCIN,MITOMYCIN,267,293950.52999999997
MITOTANE,LYSODREN,113,70682.34
MITOXANTRONE HCL,MITOXANTRONE HCL,14,4397.49
MODAFINIL,MODAFINIL,145696,69091719.19000018
MODAFINIL,PROVIGIL,3433,7003502.640000002
MOEXIPRIL HCL,MOEXIPRIL HCL,24041,993558.19
MOEXIPRIL/HYDROCHLOROTHIAZIDE,MOEXIPRIL-HYDROCHLOROTHIAZIDE,5785,192640.61999999997
MOMETASONE FUROATE,ASMANEX,139074,33697467.470000006
MOMETASONE FUROATE,ASMANEX HFA,183,37567.880000000005
MOMETASONE FUROATE,ELOCON,81,8342.8
MOMETASONE FUROATE,MOMETASONE FUROATE,256152,5507887.749999982
MOMETASONE FUROATE,NASONEX,503254,121547130.9000007
MOMETASONE/FORMOTEROL,DULERA,468465,147883085.25999904
MONTELUKAST SODIUM,MONTELUKAST SODIUM,7507549,136769726.47999886
MONTELUKAST SODIUM,SINGULAIR,15755,3475919.159999999
MORPHINE SULFATE,AVINZA,390,208749.57
MORPHINE SULFATE,KADIAN,4251,6364099.259999998
MORPHINE SULFATE,MORPHINE SULFATE,667124,15348132.289999904
MORPHINE SULFATE,MORPHINE SULFATE ER,3043875,281462041.8600012
MORPHINE SULFATE,MS CONTIN,1945,2076774.9500000004
MORPHINE SULFATE/NALTREXONE,EMBEDA,891,502687.93999999994
MORPHINE SULFATE/PF,INFUMORPH,41,8166.99
MORPHINE SULFATE/PF,MORPHINE SULFATE,19,949.86
MOXIFLOXACIN HCL,AVELOX,88,32660.89
MOXIFLOXACIN HCL,AVELOX ABC PACK,11,283.81
MOXIFLOXACIN HCL,MOXEZA,7227,996193.4000000001
MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,47344,5162889.549999991
MOXIFLOXACIN HCL,VIGAMOX,483950,67034509.64000011
MOXIFLOXACIN IN NACL (ISO-OSM),AVELOX IV,67,5884.35
MTH/ME BLUE/SOD PHOS/PHEN/HYOS,URELLE,17,3445.05
MTH/ME BLUE/SOD PHOS/PHEN/HYOS,URIBEL,77,9809.589999999998
MTH/ME BLUE/SOD PHOS/PHEN/HYOS,URIN D.S.,2332,15347.17
MTH/ME BLUE/SOD PHOS/PHEN/HYOS,UTIRA-C,14,2736.69
MUPIROCIN,BACTROBAN,62,17578.37
MUPIROCIN,CENTANY AT,12,2317.1
MUPIROCIN,MUPIROCIN,1413307,18015426.510000113
MUPIROCIN CALCIUM,BACTROBAN,215,39269.17
MUPIROCIN CALCIUM,BACTROBAN NASAL,647,91257.67999999998
MUPIROCIN CALCIUM,MUPIROCIN,25404,2594928.6900000027
MYCOPHENOLATE MOFETIL,CELLCEPT,5357,7283965.8999999985
MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,205655,20766521.080000002
MYCOPHENOLATE SODIUM,MYCOPHENOLIC ACID,13524,8511941.690000001
MYCOPHENOLATE SODIUM,MYFORTIC,5235,4445879.4300000025
"NA PHOS,M-B/K PHOS,MONOB",K-PHOS NO.2,60,4207.39
NABILONE,CESAMET,12,24623.76
NABUMETONE,NABUMETONE,663105,15545130.949999956
NADOLOL,CORGARD,1067,199880.49000000002
NADOLOL,NADOLOL,284710,30580958.089999914
NADOLOL/BENDROFLUMETHIAZIDE,CORZIDE,47,7520.759999999999
NADOLOL/BENDROFLUMETHIAZIDE,NADOLOL-BENDROFLUMETHIAZIDE,533,60983.03000000001
"NAFCILLIN IN DEXTROSE,ISO-OSM",NAFCILLIN,26,19020.23
NAFCILLIN SODIUM,NAFCILLIN SODIUM,1692,1044518.3799999997
NAFTIFINE HCL,NAFTIFINE HCL,67,16459.92
NAFTIFINE HCL,NAFTIN,11017,4368243.67
NALBUPHINE HCL,NALBUPHINE HCL,3013,665573.1500000003
NALOXEGOL OXALATE,MOVANTIK,6147,1517215.2499999988
NALOXONE HCL,EVZIO,1121,780307.7799999999
NALOXONE HCL,NALOXONE HCL,5967,423482.45999999996
NALTREXONE HCL,NALTREXONE HCL,58200,2987418.320000004
NALTREXONE MICROSPHERES,VIVITROL,2682,3497405.989999999
NAPHAZOLINE HCL,NAPHAZOLINE HCL,48171,310943.26
"NAPHOS M-B M-H/NA PHOS,DI-BA",OSMOPREP,3704,566701.02
NAPROXEN,EC-NAPROSYN,34,4864.6900000000005
NAPROXEN,NAPROSYN,23,4059.05
NAPROXEN,NAPROXEN,2857079,22567657.149999905
NAPROXEN SODIUM,ANAPROX DS,25,12234.369999999999
NAPROXEN SODIUM,NAPRELAN,462,426916.7399999999
NAPROXEN SODIUM,NAPROXEN SODIUM,124634,3806600.1899999995
NAPROXEN SODIUM,NAPROXEN SODIUM CR,295,321095.89
NAPROXEN/ESOMEPRAZOLE MAG,VIMOVO,10266,14855691.00999999
NARATRIPTAN HCL,AMERGE,170,106466.37999999999
NARATRIPTAN HCL,NARATRIPTAN HCL,21958,1383728.89
NATALIZUMAB,TYSABRI,4585,24014906.009999994
NATAMYCIN,NATACYN,92,26931.38
NATEGLINIDE,NATEGLINIDE,184145,17486669.400000032
NATEGLINIDE,STARLIX,668,159459.36000000002
NEBIVOLOL HCL,BYSTOLIC,1682843,271346308.3899999
NEDOCROMIL SODIUM,ALOCRIL,777,147276.22
NEFAZODONE HCL,NEFAZODONE HCL,22015,2079364.3100000003
NELFINAVIR MESYLATE,VIRACEPT,6781,6578532.760000002
NEO/POLYMYX B SULF/DEXAMETH,MAXITROL,12,1713.9
NEO/POLYMYX B SULF/DEXAMETH,NEOMYCIN-POLYMYXIN-DEXAMETH,456582,7371468.049999993
NEOMYCIN SU/BACI ZN/POLY/HC,NEO-POLYCIN HC,17,750.55
NEOMYCIN SU/BACI ZN/POLY/HC,NEOMYCIN-BACITRACIN-POLY-HC,304,13992.050000000003
NEOMYCIN SU/BACITRA/POLYMYXIN,NEOMYCIN-BACITRACIN-POLYMYXIN,366,14145.669999999998
NEOMYCIN SU/COLIST/HC/THONZON,COLY-MYCIN S,152,5868.85
NEOMYCIN SU/COLIST/HC/THONZON,CORTISPORIN-TC,83,11448.64
NEOMYCIN SU/POLYMYX B SULF,NEOMYCIN-POLYMYXIN B,3412,149438.27
NEOMYCIN SU/POLYMYX B SULF,NEOSPORIN G.U. IRRIGANT,387,36506.85
NEOMYCIN SULFATE,NEOMYCIN SULFATE,21565,470235.93999999965
NEOMYCIN SULFATE/FLUOCINOLONE,NEO-SYNALAR,11,4616.56
NEOMYCIN/BACITRA/POLYMYXIN/HC,CORTISPORIN,293,33035.62
NEOMYCIN/POLYMYXIN B SULF/HC,CORTISPORIN,181,39206.46
NEOMYCIN/POLYMYXIN B SULF/HC,NEOMYCIN-POLYMYXIN-HC,52205,1692784.1400000046
NEOMYCIN/POLYMYXIN B SULF/HC,NEOMYCIN-POLYMYXIN-HYDROCORT,78713,2329929.589999998
NEOMYCIN/POLYMYXN B/GRAMICIDIN,NEOMYCIN-POLYMYXIN-GRAMICIDIN,1662,75975.55999999998
NEPAFENAC,ILEVRO,378804,87602003.6200003
NEPAFENAC,NEVANAC,99294,23547328.389999952
NETUPITANT/PALONOSETRON HCL,AKYNZEO,143,83773.29
NEVIRAPINE,NEVIRAPINE,22857,1662736.5099999965
NEVIRAPINE,NEVIRAPINE ER,17524,9800245.029999996
NEVIRAPINE,VIRAMUNE,389,284556.8
NEVIRAPINE,VIRAMUNE XR,2847,1912977.52
NIACIN,NIACIN ER,513762,104737810.7399995
NIACIN,NIACOR,7102,155699.53000000003
NIACIN,NIASPAN,5166,1401895.9299999992
NIACIN/LOVASTATIN,ADVICOR,3193,912494.4600000003
NIACIN/SIMVASTATIN,SIMCOR,7828,2003845.1099999992
NICARDIPINE HCL,NICARDIPINE HCL,6470,938505.0599999997
NICOTINE,NICOTROL,5124,1456493.3500000008
NICOTINE,NICOTROL NS,3671,1363752.8100000005
NIFEDIPINE,ADALAT CC,810,59331.72
NIFEDIPINE,AFEDITAB CR,21271,569869.6699999999
NIFEDIPINE,NIFEDICAL XL,578413,16621658.430000033
NIFEDIPINE,NIFEDIPINE,3559,275417.5800000001
NIFEDIPINE,NIFEDIPINE ER,2097396,82368895.1099991
NIFEDIPINE,PROCARDIA,36,9243.09
NIFEDIPINE,PROCARDIA XL,2348,491863.9799999999
NILOTINIB HCL,TASIGNA,20093,169072032.45999977
NILUTAMIDE,NILANDRON,1098,5464388.32
NIMODIPINE,NIMODIPINE,419,632328.74
NINTEDANIB ESYLATE,OFEV,16588,133693370.06000005
NISOLDIPINE,NISOLDIPINE,31665,7505739.959999989
NISOLDIPINE,SULAR,647,349147.54
NITAZOXANIDE,ALINIA,1657,1259742.8800000004
NITROFURANTOIN,FURADANTIN,11,14098.17
NITROFURANTOIN,NITROFURANTOIN,1202,717990.78
NITROFURANTOIN MACROCRYSTAL,MACRODANTIN,398,108563.25
NITROFURANTOIN MACROCRYSTAL,NITROFURANTOIN,443383,15799603.459999993
NITROFURANTOIN MONOHYD/M-CRYST,MACROBID,22,7945.389999999999
NITROFURANTOIN MONOHYD/M-CRYST,NITROFURANTOIN MONO-MACRO,1090240,37157918.870000236
NITROGLYCERIN,MINITRAN,114,16660.72
NITROGLYCERIN,NITRO-BID,3883,210929.74000000005
NITROGLYCERIN,NITRO-DUR,5017,783073.8200000002
NITROGLYCERIN,NITROGLYCERIN,10307,2274051.7900000024
NITROGLYCERIN,NITROGLYCERIN PATCH,427278,12606871.559999963
NITROGLYCERIN,NITROLINGUAL,1198,423159.93000000005
NITROGLYCERIN,NITROMIST,11,5616.21
NITROGLYCERIN,NITROSTAT,1502224,31594722.640000056
NITROGLYCERIN,RECTIV,196,91366.32999999999
NIVOLUMAB,OPDIVO,540,4532000.06
NIZATIDINE,NIZATIDINE,24085,593251.8599999995
NORELGESTROMIN/ETHIN.ESTRADIOL,XULANE,2582,263929.45
NORETH-ETHINYL ESTRADIOL/IRON,FEMCON FE,12,1297.93
NORETH-ETHINYL ESTRADIOL/IRON,GENERESS FE,174,20678.9
NORETH-ETHINYL ESTRADIOL/IRON,WYMZYA FE,124,6895.76
NORETH-ETHINYL ESTRADIOL/IRON,ZENCHENT FE,222,14247.400000000003
NORETHINDRONE,CAMILA,2034,37570.469999999994
NORETHINDRONE,DEBLITANE,283,5022.820000000001
NORETHINDRONE,ERRIN,1416,23104.04000000001
NORETHINDRONE,HEATHER,924,16783.33
NORETHINDRONE,JENCYCLA,309,2960.13
NORETHINDRONE,JOLIVETTE,1421,25558.840000000004
NORETHINDRONE,NOR-Q-D,24,1512.3400000000001
NORETHINDRONE,NORA-BE,1863,36837.57000000001
NORETHINDRONE,NORETHINDRONE,4390,75398.56000000006
NORETHINDRONE,ORTHO MICRONOR,100,4337.66
NORETHINDRONE,SHAROBEL,610,10125.999999999998
NORETHINDRONE AC-ETH ESTRADIOL,FEMHRT,1038,125913.35999999997
NORETHINDRONE AC-ETH ESTRADIOL,GILDESS,2724,53327.31000000004
NORETHINDRONE AC-ETH ESTRADIOL,JINTELI,4922,360906.75000000023
NORETHINDRONE AC-ETH ESTRADIOL,JUNEL,3890,77050.2
NORETHINDRONE AC-ETH ESTRADIOL,LARIN,125,2578.1999999999994
NORETHINDRONE AC-ETH ESTRADIOL,MICROGESTIN,2570,48733.39000000001
NORETHINDRONE AC-ETH ESTRADIOL,NORETHINDRON-ETHINYL ESTRADIOL,494,9783.329999999998
NORETHINDRONE ACETATE,AYGESTIN,24,1968.6100000000001
NORETHINDRONE ACETATE,NORETHINDRONE ACETATE,15578,1005970.0900000008
NORETHINDRONE-E.ESTRADIOL-IRON,ESTROSTEP FE,13,1757.21
NORETHINDRONE-E.ESTRADIOL-IRON,GILDESS 24 FE,11,702.31
NORETHINDRONE-E.ESTRADIOL-IRON,GILDESS FE,6340,116878.89000000006
NORETHINDRONE-E.ESTRADIOL-IRON,JUNEL FE,7546,143879.95000000007
NORETHINDRONE-E.ESTRADIOL-IRON,LARIN FE,1092,19860.620000000006
NORETHINDRONE-E.ESTRADIOL-IRON,LO LOESTRIN FE,1104,116394.09999999998
NORETHINDRONE-E.ESTRADIOL-IRON,LOESTRIN FE,50,5104.75
NORETHINDRONE-E.ESTRADIOL-IRON,LOMEDIA 24 FE,142,9414.25
NORETHINDRONE-E.ESTRADIOL-IRON,MICROGESTIN FE,5902,113519.34999999996
NORETHINDRONE-E.ESTRADIOL-IRON,MINASTRIN 24 FE,863,102757.34
NORETHINDRONE-E.ESTRADIOL-IRON,NORETHIN-ETH ESTRA FERROUS FUM,277,5960.03
NORETHINDRONE-E.ESTRADIOL-IRON,TILIA FE,412,17643.899999999998
NORETHINDRONE-E.ESTRADIOL-IRON,TRI-LEGEST FE,482,21168.139999999996
NORETHINDRONE-ETHINYL ESTRAD,ALYACEN,1362,27552.000000000004
NORETHINDRONE-ETHINYL ESTRAD,ARANELLE,284,7448.719999999999
NORETHINDRONE-ETHINYL ESTRAD,BALZIVA,1069,27268.340000000004
NORETHINDRONE-ETHINYL ESTRAD,BRIELLYN,160,4149.38
NORETHINDRONE-ETHINYL ESTRAD,CYCLAFEM,4507,86561.68999999994
NORETHINDRONE-ETHINYL ESTRAD,DASETTA,2828,54874.80999999997
NORETHINDRONE-ETHINYL ESTRAD,GILDAGIA,242,6324.040000000001
NORETHINDRONE-ETHINYL ESTRAD,LEENA,122,2977.4
NORETHINDRONE-ETHINYL ESTRAD,NECON,5195,103477.41000000003
NORETHINDRONE-ETHINYL ESTRAD,NORTREL,7088,138077.59999999983
NORETHINDRONE-ETHINYL ESTRAD,ORTHO-NOVUM,91,4229.77
NORETHINDRONE-ETHINYL ESTRAD,PHILITH,153,3883.6
NORETHINDRONE-ETHINYL ESTRAD,PIRMELLA,467,4580.93
NORETHINDRONE-ETHINYL ESTRAD,VYFEMLA,48,1388.17
NORETHINDRONE-ETHINYL ESTRAD,WERA,158,3302.73
NORETHINDRONE-ETHINYL ESTRAD,ZENCHENT,770,19388.339999999993
NORETHINDRONE-MESTRANOL,NECON,823,21158.80999999999
NORGESTIMATE-ETHINYL ESTRADIOL,ESTARYLLA,12,302.04
NORGESTIMATE-ETHINYL ESTRADIOL,MONO-LINYAH,2591,35798.03999999999
NORGESTIMATE-ETHINYL ESTRADIOL,MONONESSA,3365,51735.74000000001
NORGESTIMATE-ETHINYL ESTRADIOL,NORGESTIMATE-ETHINYL ESTRADIOL,1923,27462.11999999999
NORGESTIMATE-ETHINYL ESTRADIOL,ORTHO TRI-CYCLEN,170,7103.29
NORGESTIMATE-ETHINYL ESTRADIOL,ORTHO TRI-CYCLEN LO,1751,239238.19999999998
NORGESTIMATE-ETHINYL ESTRADIOL,ORTHO-CYCLEN,37,1440.0500000000002
NORGESTIMATE-ETHINYL ESTRADIOL,PREVIFEM,2683,37040.560000000034
NORGESTIMATE-ETHINYL ESTRADIOL,SPRINTEC,14333,187834.23999999996
NORGESTIMATE-ETHINYL ESTRADIOL,TRI-ESTARYLLA,11,146.63
NORGESTIMATE-ETHINYL ESTRADIOL,TRI-LINYAH,3694,51235.56000000002
NORGESTIMATE-ETHINYL ESTRADIOL,TRI-PREVIFEM,5421,81212.14999999994
NORGESTIMATE-ETHINYL ESTRADIOL,TRI-SPRINTEC,13433,171434.45999999993
NORGESTIMATE-ETHINYL ESTRADIOL,TRINESSA,6166,91079.07
NORGESTREL-ETHINYL ESTRADIOL,CRYSELLE,6768,135126.83999999994
NORGESTREL-ETHINYL ESTRADIOL,ELINEST,1281,24518.38
NORGESTREL-ETHINYL ESTRADIOL,LOW-OGESTREL,4362,84371.52000000005
NORGESTREL-ETHINYL ESTRADIOL,OGESTREL,932,34515.75999999999
NORTRIPTYLINE HCL,NORTRIPTYLINE HCL,1076991,13232875.470000125
NORTRIPTYLINE HCL,PAMELOR,392,640667.34
"NUT.TX, METAB.DIS, MV & MIN #2",AXONA,11,790.79
NYSTATIN,NYAMYC,118532,4573174.969999974
NYSTATIN,NYSTATIN,1320991,36404268.73999957
NYSTATIN,NYSTOP,339377,12243022.219999995
NYSTATIN/TRIAMCIN,NYSTATIN-TRIAMCINOLONE,208584,29936214.95000001
OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,4866,2435560.5500000007
OCTREOTIDE ACETATE,SANDOSTATIN,187,832412.9199999999
"OCTREOTIDE ACETATE,MI-SPHERES",SANDOSTATIN LAR,801,3966486.870000001
"OCTREOTIDE ACETATE,MI-SPHERES",SANDOSTATIN LAR DEPOT,640,3250585.3999999994
OFATUMUMAB,ARZERRA,12,189011.04
OFLOXACIN,OFLOXACIN,786128,16262297.610000005
OLANZAPINE,OLANZAPINE,2731457,94894081.06999901
OLANZAPINE,OLANZAPINE ODT,129072,24485233.580000017
OLANZAPINE,ZYPREXA,15359,12682608.290000018
OLANZAPINE,ZYPREXA ZYDIS,2437,2584693.189999998
OLANZAPINE PAMOATE,ZYPREXA RELPREVV,5246,5810759.240000002
OLANZAPINE/FLUOXETINE HCL,OLANZAPINE-FLUOXETINE HCL,10040,3680413.490000001
OLANZAPINE/FLUOXETINE HCL,SYMBYAX,605,320643.58
OLAPARIB,LYNPARZA,2719,15202879.560000006
OLMESARTAN MEDOXOMIL,BENICAR,1273061,315651257.90999794
OLMESARTAN/AMLODIPIN/HCTHIAZID,TRIBENZOR,131689,36614549.94999992
OLMESARTAN/HYDROCHLOROTHIAZIDE,BENICAR HCT,668950,172228856.07000047
OLODATEROL HCL,STRIVERDI RESPIMAT,700,109411.25000000001
OLOPATADINE HCL,OLOPATADINE HCL,27162,5949462.430000001
OLOPATADINE HCL,PATADAY,698846,120602664.60999992
OLOPATADINE HCL,PATANASE,2519,657728.7600000004
OLOPATADINE HCL,PATANOL,220008,56366642.26999998
OLOPATADINE HCL,PAZEO,13551,2191475.9299999997
OLSALAZINE SODIUM,DIPENTUM,1096,1183667.3699999996
OMACETAXINE MEPESUCCINATE,SYNRIBO,124,689686.69
OMALIZUMAB,XOLAIR,12077,37424467.86
OMBITA/PARITAP/RITON/DASABUVIR,VIEKIRA PAK,2676,74898878.98999998
OMEGA-3 ACID ETHYL ESTERS,LOVAZA,58895,14903274.669999994
OMEGA-3 ACID ETHYL ESTERS,OMEGA-3 ACID ETHYL ESTERS,1258283,244106318.06999865
OMEPRAZOLE,OMEPRAZOLE,31793944,425610852.85000163
OMEPRAZOLE,PRILOSEC,1153,363349.1499999999
OMEPRAZOLE MAGNESIUM,PRILOSEC,1637,513720.43
OMEPRAZOLE/SODIUM BICARBONATE,OMEPRAZOLE-SODIUM BICARBONATE,16443,9011255.889999999
OMEPRAZOLE/SODIUM BICARBONATE,ZEGERID,4629,5014711.459999999
